,Listing Title,Price,Bedroom,Bath,Area,Condominium Name,City,Link
2788,3 bedrooms unit for rent at City & Land Mega Plaza,35000.0,3.0,2.5,97.0,City & Land Mega Plaza,Pasig,['https://www.lamudi.com.ph/3-bedrooms-unit-for-rent-at-city-land-mega-plaza-1.html']
2789,"For rent Studio units for 14,000",14000.0,1.0,1.0,24.1,Millenia Suites,Pasig,['https://www.lamudi.com.ph/for-rent-studio-units-for-14-000.html']
2790,For Lease 1 Bedroom Loft type East of Galleria Ortigas Pasig Emerald Avenue,19000.0,1.0,1.0,40.0,East of Galleria,Pasig,['https://www.lamudi.com.ph/for-lease-1-bedroom-loft-type-east-of-galleria-ortigas-pasig-emerald-avenue.html']
2793,Portico Sandstone 3 Bedroom for Rent in Ortigas,110000.0,3.0,4.0,109.0,Portico,Pasig,['https://www.lamudi.com.ph/portico-sandstone-3-bedroom-for-rent-in-ortigas.html']
2803,For Rent: Fully furnished Studio Unit in Amaia Steps Pasig (with balcony),17500.0,1.0,1.0,33.4,Amaia Steps Pasig,Pasig,['https://www.lamudi.com.ph/for-rent-fully-furnished-studio-unit-in-amaia-steps-pasig-with-balcony.html']
2805,Furnished Studio unit For Rent in Citadines Millenium Ortigas ,30000.0,1.0,1.0,39.32,CDC Millennium Ortigas,Pasig,['https://www.lamudi.com.ph/furnished-studio-unit-for-rent-in-citadines-millenium-ortigas.html']
2806,Studio furnished in Pearl Place Ortigas 13.5k,13500.0,1.0,1.0,23.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/studio-furnished-in-pearl-place-ortigas-13-5k.html']
2807,Studio Unit for Lease at the Heart of Ortigas Center,22000.0,1.0,1.0,24.0,Regency Exchange,Pasig,['https://www.lamudi.com.ph/studio-unit-for-lease-at-the-heart-of-ortigas-center.html']
2809,2 Bedroom Unit Semifurnished in Ortigas (SAV Residences),30000.0,2.0,1.0,50.73,SAV Residences,Pasig,['https://www.lamudi.com.ph/2-bedroom-unit-semifurnished-in-ortigas-sav-residences.html']
2815,2 Bedroom Condominium Unit with Parking in Sheridan Towers - DMCI Homes  ,30000.0,2.0,1.0,56.0,Sheridan Towers,Pasig,['https://www.lamudi.com.ph/2-bedroom-condominium-unit-with-parking-in-sheridan-towers-dmci-homes.html']
2816,Luxury 2 bed 2 bath Loft Penthouse,37000.0,2.0,2.0,70.0,Eton Emerald Lofts,Pasig,['https://www.lamudi.com.ph/luxury-2-bed-2-bath-loft-penthouse.html']
2819,Mirea Residences 2BR Fully Furnished for Rent in Pasig near Eastwood,35000.0,2.0,1.0,63.5,Mirea Residences,Pasig,['https://www.lamudi.com.ph/mirea-residences-2br-fully-furnished-for-rent-in-pasig-near-eastwood.html']
2820,One bedroom Unit For Rent at Kasara Urban Residences,20000.0,1.0,1.0,36.0,Kasara Urban Resort Residences,Pasig,['https://www.lamudi.com.ph/one-bedroom-unit-for-rent-at-kasara-urban-residences.html']
2821,Fully Furnished 2 Storey 1 Bedroom Unit for Rent in Pasig,20000.0,1.0,1.0,40.0,East of Galleria,Pasig,['https://www.lamudi.com.ph/fully-furnished-2-storey-1-bedroom-unit-for-rent-in-pasig.html']
2822,For Rent furnished 2 bedroom unit Milleania Tower Escriva Drive near Shaw Blvd,35000.0,2.0,1.0,50.0,Goldland Millenia Tower,Pasig,['https://www.lamudi.com.ph/for-rent-furnished-2-bedroom-unit-milleania-tower-escriva-drive-near-shaw-blvd.html']
2823,Oritgas CBD Saphire Bloc 1 Bedroom with View for Rent with parking +5kk,20000.0,1.0,1.0,30.0,Sapphire Bloc,Pasig,['https://www.lamudi.com.ph/oritgas-cbd-saphire-bloc-1-bedroom-with-view-for-rent-with-parking-5kk.html']
2824,"2 Bedroom Shangri-La Place for Rent in Pasig, City",140000.0,2.0,3.0,131.0,Shangri-La Place,Pasig,['https://www.lamudi.com.ph/2-bedroom-shangri-la-place-for-rent-in-pasig-city.html']
2828,3BR Condo unit for rent at Skyway Twin Tower Condominium,60000.0,3.0,3.0,138.0,Skyway Twin Tower,Pasig,['https://www.lamudi.com.ph/3br-condo-unit-for-rent-at-skyway-twin-tower-condominium.html']
2830,For Rent : Fully furnished studio unit with Balcony in Amaia Steps Pasig,15000.0,1.0,1.0,25.56,Amaia Steps Pasig,Pasig,['https://www.lamudi.com.ph/for-rent-fully-furnished-studio-unit-with-balcony-in-amaia-steps-pasig.html']
2834,"1 Bedroom, Furnished at Sonata Private Residences, Tower 1, Mandaluyong City ",28000.0,1.0,1.0,38.0,Sonata Private Residences,Pasig,['https://www.lamudi.com.ph/1-bedroom-furnished-at-sonata-private-residences-tower-1-mandaluyong-city.html']
2835,1 Bedroom at Emerald Mansion Suites,45000.0,1.0,1.0,93.67,Emerald Mansion,Pasig,['https://www.lamudi.com.ph/1-bedroom-at-emerald-mansion-suites-1.html']
2837,1BR unit for rent at Sonata Private Residences,30000.0,1.0,1.0,50.0,Sonata Private Residences,Pasig,['https://www.lamudi.com.ph/1br-unit-for-rent-at-sonata-private-residences.html']
2842,"For Rent: 3BR in Residencia 8888, Ortigas Pasig Across UA&P",70000.0,3.0,3.0,180.0,Residencia 8888,Pasig,['https://www.lamudi.com.ph/for-rent-3br-in-residencia-8888-ortigas-pasig-across-ua-p.html']
2843,3 Bedrooms with Maid's Room for Lease t at City & Land Mega Plaza,35000.0,3.0,2.0,97.0,City & Land Mega Plaza,Pasig,['https://www.lamudi.com.ph/3-bedrooms-with-maids-room-for-lease-t-at-city-land-mega-plaza.html']
2844,1 Bedroom Condo for Rent in Pasig City near Meralco Avenue,30000.0,1.0,1.0,60.0,,Pasig,['https://www.lamudi.com.ph/1-bedroom-condo-for-rent-in-pasig-city-near-meralco-avenue.html']
2850,For Rent: Studio Unit at Kasara Urban Resort Residences (Pasig),15000.0,1.0,1.0,22.0,Kasara Urban Resort Residences,Pasig,['https://www.lamudi.com.ph/for-rent-studio-unit-at-kasara-urban-resort-residences-pasig.html']
2852,"For Rent: 1 BR Kasara Urban Resort, Tower 2, Empire East, Barrio Ugong, Pasig",17000.0,1.0,1.0,28.0,Kasara Urban Resort Residences,Pasig,['https://www.lamudi.com.ph/for-rent-1-br-kasara-urban-resort-tower-2-empire-east-barrio-ugong-pasig.html']
2853,The Sandstone at Portico - 2 Bedroom with Parking For Rent,65000.0,2.0,2.0,80.0,The Sanstone at Portico,Pasig,['https://www.lamudi.com.ph/the-sandstone-at-portico-2-bedroom-with-parking-for-rent.html']
2858,Fully Furnished Two Bedroom Condo Unit w/ Parking & 7minutes walk to Ayala Feliz,25000.0,2.0,1.0,38.38,Bali Oasis 2,Pasig,['https://www.lamudi.com.ph/fully-furnished-two-bedroom-condo-unit-w-parking-7minutes-walk-to-ayala-feliz.html']
2859,For Rent Studio Unit at Citadines Millennium Ortigas,30000.0,1.0,1.0,41.4,CDC Millennium Ortigas,Pasig,['https://www.lamudi.com.ph/for-rent-studio-unit-at-citadines-millennium-ortigas.html']
2861,1 BR Condo For Rent at The Sapphire Bloc North Tower Ortigas ,30000.0,1.0,1.0,30.0,The Sapphire Bloc,Pasig,['https://www.lamudi.com.ph/1-br-condo-for-rent-at-the-sapphire-bloc-north-tower-ortigas.html']
2866,3 Bedroom condo Ortigas for lease,45000.0,3.0,2.0,137.0,AIC Gold Tower,Pasig,['https://www.lamudi.com.ph/3-bedroom-condo-ortigas-for-lease.html']
2867,"1BR For Lease at The Malayan Plaza, Ortigas CBD, Pasig",30000.0,1.0,1.0,40.0,The Malayan Plaza,Pasig,['https://www.lamudi.com.ph/1br-for-lease-at-the-malayan-plaza-ortigas-cbd-pasig.html']
2870,The Sapphire Bloc Ortigas 1 Bedroom for Rent 34k/month include assoc dues,34000.0,1.0,2.0,54.0,The Sapphire Bloc,Pasig,['https://www.lamudi.com.ph/the-sapphire-bloc-ortigas-1-bedroom-for-rent-34k-month-include-assoc-dues.html']
2872,For Rent 2 bedroom Condo Unit in Lumiere Residences ,28000.0,2.0,1.0,49.0,Lumiere Residences,Pasig,['https://www.lamudi.com.ph/for-rent-2-bedroom-condo-unit-in-lumiere-residences.html']
2873,Fully Furnished Studio Unit at The Pearl Place Ortigas,20000.0,1.0,1.0,24.0,The Pearl Place Ortigas,Pasig,['https://www.lamudi.com.ph/fully-furnished-studio-unit-at-the-pearl-place-ortigas.html']
2874,1 Bedroom Fully Furnished in The Pearl Place near Shangri-La Mall For Lease,20000.0,1.0,1.0,24.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/1-bedroom-fully-furnished-in-the-pearl-place-near-shangri-la-mall-for-lease-1.html']
2875,"For Rent 41.87 sq.m. 2 Bedroom in Sorrento Oasis, Rosario, Pasig City",15000.0,2.0,1.0,31.89,Sorrento Oasis,Pasig,['https://www.lamudi.com.ph/for-rent-41-87-sq-m-2-bedroom-in-sorrento-oasis-rosario-pasig-city.html']
2877,Fully Furnished Studio Unit at The Pearl Place,20000.0,1.0,1.0,23.22,The Pearl Place,Pasig,['https://www.lamudi.com.ph/fully-furnished-studio-unit-at-the-pearl-place.html']
2880,Nice Condo Studio Unit 30 sqm for Rent in Ace Hotel and Suites,20000.0,1.0,1.0,30.0,Ace Hotel and Suites,Pasig,['https://www.lamudi.com.ph/nice-condo-studio-unit-30-sqm-for-rent-in-ace-hotel-and-suites.html']
2881,"For Rent 1BR Loft in Eton Emerald Lofts Condominium, Ortigas Center, Pasig City ",28000.0,1.0,1.0,35.0,Eton Emerald Lofts,Pasig,['https://www.lamudi.com.ph/for-rent-1br-loft-in-eton-emerald-lofts-condominium-ortigas-center-pasig-city.html']
2882,Fully Furnished Condominium unit for rent in Pasig - The Pearl Place ,20000.0,1.0,1.0,24.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/fully-furnished-condominium-unit-for-rent-in-pasig-the-pearl-place.html']
2886,For Rent Fully furnished 3 bedroom Lumiere Residences Pasig near C5 Valle Verde,40000.0,3.0,2.0,83.5,Lumiere Residences,Pasig,['https://www.lamudi.com.ph/for-rent-fully-furnished-3-bedroom-lumiere-residences-pasig-near-c5-valle-verde.html']
2887,"176 sqm, 3 Bedroom Condo Unit For Lease in Ortigas Center",60000.0,3.0,2.0,176.0,,Pasig,['https://www.lamudi.com.ph/176-sqm-3-bedroom-condo-unit-for-lease-in-ortigas-center-1.html']
2891,Semi-furnished 1 Bedroom Unit with Balcony for Rent in The Grove by Rockwell,40000.0,1.0,1.0,56.0,The Grove By Rockwell,Pasig,['https://www.lamudi.com.ph/semi-furnished-1-bedroom-unit-with-balcony-for-rent-in-the-grove-by-rockwell.html']
2893,34 sqm 1BR Condo Unit at The Pearl Place - For Lease,22000.0,1.0,1.0,34.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/34-sqm-1br-condo-unit-at-the-pearl-place-for-lease.html']
2895,Affordable Condominium Unit for Rent 2 Bedroom @Sorrento Oasis,20000.0,2.0,1.0,56.0,ONE OASIS CONDOMINIUM,Pasig,['https://www.lamudi.com.ph/affordable-condominium-unit-for-rent-2-bedroom-sorrento-oasis.html']
2896,2 Bedroom Bare Unit with Balcony at Lumiere Residences Pasig Boulevard cor Shaw ,28000.0,2.0,1.0,56.0,Lumiere Residences North Tower,Pasig,['https://www.lamudi.com.ph/2-bedroom-bare-unit-with-balcony-at-lumiere-residences-pasig-boulevard-cor-shaw.html']
2897,"The Pearl Place Fully Furnished Studio Unit for Lease, Pasig City",20000.0,1.0,1.0,24.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/the-pearl-place-fully-furnished-studio-unit-for-lease-pasig-city.html']
2899,Fully Furnished 1 Bedroom with Nice View in ADB Avenue Tower,32000.0,1.0,1.0,50.0,ADB Avenue Tower,Pasig,['https://www.lamudi.com.ph/fully-furnished-1-bedroom-with-nice-view-in-adb-avenue-tower.html']
2903,3BR Condominium at Pearl Plaza For Rent,100000.0,3.0,3.0,168.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/3br-condominium-at-pearl-plaza-for-rent.html']
2904,"For Lease 1 Bedroom Bali Unit in The Grove Rockwell, Ugong, Pasig City",40000.0,1.0,1.0,56.0,The Grove By Rockwell,Pasig,['https://www.lamudi.com.ph/for-lease-1-bedroom-bali-unit-in-the-grove-rockwell-ugong-pasig-city.html']
2910,2 bedrooms at st. francis shang-rila place tower 2,90000.0,2.0,2.0,85.5,St. Francis Shangri-La Place,Pasig,['https://www.lamudi.com.ph/2-bedrooms-at-st-francis-shang-rila-place-tower-2.html']
2915,Newly built Staff House 950sqm - 15bedrooms,650000.0,15.0,20.0,946.0,,Pasig,['https://www.lamudi.com.ph/newly-built-staff-house-950sqm-15bedrooms.html']
2918,Three Bedroom Bare in Lumiere Residences,43000.0,3.0,2.0,83.5,Lumiere Residences,Pasig,['https://www.lamudi.com.ph/three-bedroom-bare-in-lumiere-residences.html']
2921,Fully Furnished Studio for Rent with Garden in Citadines Millenium Ortigas,20000.0,1.0,1.0,21.05,CDC Millennium Ortigas,Pasig,['https://www.lamudi.com.ph/fully-furnished-studio-for-rent-with-garden-in-citadines-millenium-ortigas.html']
2922,Spacious 3BR Condominium in Vimana Verde Pasig City for Lease,70000.0,3.0,3.0,101.0,Vimana Verde Residences,Pasig,['https://www.lamudi.com.ph/spacious-3br-condominium-in-vimana-verde-pasig-city-for-lease-1.html']
2924,Fully Furnished Condo for Rent in Ortigas Center near UA&P,18000.0,1.0,1.0,24.2,The Pearl Place,Pasig,['https://www.lamudi.com.ph/fully-furnished-condo-for-rent-in-ortigas-center-near-ua-p.html']
2926,1 Bedroom at Emerald Mansion Suites,45000.0,1.0,1.0,93.67,Emerald Mansion,Pasig,['https://www.lamudi.com.ph/1-bedroom-at-emerald-mansion-suites-2.html']
2927,The Grove by Rockwell (Pasig) 1 BR Condo Unit for Long Term Lease,60000.0,1.0,1.0,63.0,The Grove By Rockwell,Pasig,['https://www.lamudi.com.ph/the-grove-by-rockwell-pasig-1-br-condo-unit-for-long-term-lease.html']
2928,East of Galleria Ortigas 1BR Bi-Level Fully-Furnished for Rent,25000.0,1.0,1.0,42.0,East of Galleria,Pasig,['https://www.lamudi.com.ph/east-of-galleria-ortigas-1br-bi-level-fully-furnished-for-rent.html']
2932,1 Bedroom Furnished Condo Unit for rent at Renaissance Tower ,45000.0,1.0,1.0,90.0,Renaissance Tower,Pasig,['https://www.lamudi.com.ph/1-bedroom-furnished-condo-unit-for-rent-at-renaissance-tower.html']
2933,"For Rent: Fully Furnished 1BR Unit in Sapphire Bloc, Ortigas, Pasig",35000.0,1.0,1.0,36.0,The Sapphire Bloc,Pasig,['https://www.lamudi.com.ph/for-rent-fully-furnished-1br-unit-in-sapphire-bloc-ortigas-pasig.html']
2935,CDC Millenium Ortigas Penthouse For Rent,200000.0,3.0,3.0,168.48,CDC Millennium Ortigas,Pasig,['https://www.lamudi.com.ph/cdc-millenium-ortigas-penthouse-for-rent-1.html']
2938,2 Bedroom unit in Capitol Commons facing East,100000.0,2.0,3.0,112.0,The Royalton,Pasig,['https://www.lamudi.com.ph/2-bedroom-unit-in-capitol-commons-facing-east.html']
2940,For Rent: Pearl Place Studio Condo in Ortigas Center near SM Megamall,18000.0,1.0,1.0,25.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/for-rent-pearl-place-studio-condo-in-ortigas-center-near-sm-megamall-1.html']
2941,"For Rent: Fully Furnished Studio Unit at The Pearl Place, Pasig City",20000.0,1.0,1.0,24.0,The Pearl Place,Pasig,['https://www.lamudi.com.ph/for-rent-fully-furnished-studio-unit-at-the-pearl-place-pasig-city.html']
2943,"Studio Unit For Rent in Kasara Urban Resort Residences, Brgy. Ugong, Pasig City",13500.0,1.0,1.0,22.5,Kasara Urban Resort Residences,Pasig,['https://www.lamudi.com.ph/studio-unit-for-rent-in-kasara-urban-resort-residences-brgy-ugong-pasig-city.html']
2945,Studio Unit in ADB tower,20000.0,1.0,1.0,30.0,ADB Avenue Tower,Pasig,['https://www.lamudi.com.ph/studio-unit-in-adb-tower.html']
2946,1BR Unit for Rent at The St. Francis Shangri-la Place,65000.0,1.0,1.0,60.0,St. Francis Shangri-La Place,Pasig,['https://www.lamudi.com.ph/1br-unit-for-rent-at-the-st-francis-shangri-la-place.html']
2953,For Rent One Bedroom with Kitchenette in Kapitolyo Pasig,30000.0,1.0,1.0,,First Capitol Place,Pasig,['https://www.lamudi.com.ph/for-rent-one-bedroom-with-kitchenette-in-kapitolyo-pasig.html']
2954,"The Grove Rockwell Furnished Studio Unit for Rent, Makati City",22000.0,1.0,1.0,32.0,The Grove By Rockwell,Pasig,['https://www.lamudi.com.ph/the-grove-rockwell-furnished-studio-unit-for-rent-makati-city.html']
2955,"3 Bedroom Unit For Lease at Alexandra Condominium, Pasig City",135000.0,3.0,3.0,250.0,Alexandra Condominium,Pasig,['https://www.lamudi.com.ph/3-bedroom-unit-for-lease-at-alexandra-condominium-pasig-city.html']
2959,Condo for Rent with Free Wifi at ADB Avenue Ortigas Center Pasig City,26000.0,1.0,1.0,29.0,ADB Avenue Tower,Pasig,['https://www.lamudi.com.ph/condo-for-rent-with-free-wifi-at-adb-avenue-ortigas-center-pasig-city.html']
2961,"Studio unit in KL Malvar, San Antonio Village, Ortigas, Pasig City For Lease",14000.0,1.0,1.0,24.0,KL Malvar Residences,Pasig,['https://www.lamudi.com.ph/studio-unit-in-kl-malvar-san-antonio-village-ortigas-pasig-city-for-lease.html']
2962,Furnished Studio at Shine Residences 7th Floor Beside Ayala 30th Mall,15000.0,1.0,1.0,23.47,Shine Residences,Pasig,['https://www.lamudi.com.ph/furnished-studio-at-shine-residences-7th-floor-beside-ayala-30th-mall.html']
2965,Three Bedroom Modern in Ortigas Center Fully Furnished with Parking,65000.0,3.0,2.0,120.0,AIC Gold Tower,Pasig,['https://www.lamudi.com.ph/three-bedroom-modern-in-ortigas-center-fully-furnished-with-parking.html']
2967,35 SQM. Loft for Rent at Eton Emerald in Pasig City,25000.0,1.0,1.0,35.0,Eton Emerald,Pasig,['https://www.lamudi.com.ph/35-sqm-loft-for-rent-at-eton-emerald-in-pasig-city.html']
2969,"2 Bedroom For Lease in Valle Verde Terraces, Pasig City",38000.0,2.0,2.0,179.8,Valle Verde Terraces,Pasig,['https://www.lamudi.com.ph/2-bedroom-for-lease-in-valle-verde-terraces-pasig-city.html']
2971,For Lease Fully Furnished 1 Bedroom Loft Unit in St. Francis Shang ,68000.0,1.0,1.0,59.5,St. Francis Shangri-La Place,Pasig,['https://www.lamudi.com.ph/for-lease-fully-furnished-1-bedroom-loft-unit-in-st-francis-shang.html']
2973,"1BR Fully Furnished P43,000.00 including assoc dues,parking slot offer P7,000.00",43000.0,1.0,1.0,50.0,Sonata Private Residences,Pasig,['https://www.lamudi.com.ph/1br-fully-furnished-p43-000-00-including-assoc-dues-parking-slot-offer-p7-000-00.html']
2978,"For Rent 42 sqm Studio Unit in Citadines Condominium Corporation, Ortigas Avenue",42000.0,1.0,1.0,42.0,CDC Millennium Ortigas,Pasig,['https://www.lamudi.com.ph/for-rent-42-sqm-studio-unit-in-citadines-condominium-corporation-ortigas-avenue.html']
2979,For Rent 1 Bedroom Corner unit at The St. Francis Shangrila Place ,45000.0,1.0,1.0,61.0,St. Francis Shangri-La Place,Pasig,['https://www.lamudi.com.ph/for-rent-1-bedroom-corner-unit-at-the-st-francis-shangrila-place.html']
2983,Royalton with 1 parking assoc dues included,40000.0,1.0,1.0,72.0,The Royalton at Capitol Commons,Pasig,['https://www.lamudi.com.ph/royalton-with-1-parking-assoc-dues-included.html']
3011,"1 bedroom For Rent at Mandaluyong, Metro Manila in Twin Oaks Place",25000.0,1.0,1.0,34.0,Twin Oaks Place,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-for-rent-at-mandaluyong-metro-manila-in-twin-oaks-place.html']
3012,Studio with Balcony at Shaw Mandaluyong City,25000.0,1.0,1.0,26.0,,Mandaluyong,['https://www.lamudi.com.ph/studio-with-balcony-at-shaw-mandaluyong-city.html']
3014,Studio with wonderful view near Ortigas (Amaia Shaw),16000.0,1.0,1.0,20.74,Amaia Skies Shaw (North Tower),Mandaluyong,['https://www.lamudi.com.ph/studio-with-wonderful-view-near-ortigas-amaia-shaw.html']
3015,Fully Furnished 1BR Unit @ SM Light Residences,25000.0,1.0,1.0,24.0,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-1br-unit-sm-light-residences-361352-84.html']
3017,"3 Bedroom, Fully Furnished w/ Parking at Acqua Private Residences",130000.0,3.0,4.0,114.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/3-bedroom-fully-furnished-w-parking-at-acqua-private-residences.html']
3018,"1 Bedroom at Fame Residences,Mandaluyong City",28000.0,1.0,1.0,24.05,Fame Residences,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-at-fame-residences-mandaluyong-city.html']
3019,Exclusive Luxury Condo 1 Bedroom and Bath with Balcony; Ready to move,25000.0,1.0,1.0,28.47,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/exclusive-luxury-condo-1-bedroom-and-bath-with-balcony-ready-to-move-1.html']
3020,1BR Pioneer One Gateway Place Fully Furnished with Parking,26000.0,1.0,1.0,40.0,One Gateway Place,Mandaluyong,['https://www.lamudi.com.ph/1br-pioneer-one-gateway-place-fully-furnished-with-parking.html']
3023,For rent - Studio Unit along EDSA cor Shaw Blvd,12000.0,1.0,1.0,18.42,Grand Central Residences,Mandaluyong,['https://www.lamudi.com.ph/for-rent-studio-unit-along-edsa-cor-shaw-blvd.html']
3024,For Rent: Fully Furnished 3 Bedroom at One Shangri-La Place Towers Mandaluyong,190000.0,3.0,3.0,165.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/for-rent-fully-furnished-3-bedroom-at-one-shangri-la-place-towers-mandaluyong.html']
3026,Safe & Convenient 2BR Mandaluyong Apartment near Rockwell & Poblacion (Acqua) ,30000.0,2.0,1.0,42.25,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/safe-convenient-2br-mandaluyong-apartment-near-rockwell-poblacion-acqua.html']
3028,"For Rent Residential Condominium Golden Garden Heights Pioneer St., Mandaluyong",60000.0,2.0,2.0,70.0,Gateway Garden Heights,Mandaluyong,['https://www.lamudi.com.ph/for-rent-residential-condominium-golden-garden-heights-pioneer-st-mandaluyong-1.html']
3030,For RENT: Fully Furnished 1 Bedroom in Flair Towers Mandaluyong,30000.0,1.0,1.0,48.0,Flair Towers,Mandaluyong,['https://www.lamudi.com.ph/for-rent-fully-furnished-1-bedroom-in-flair-towers-mandaluyong.html']
3031,Fully Furnished 1 Bedroom Condominium or rent,21000.0,1.0,1.0,49.0,One Gateway Place,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-1-bedroom-condominium-or-rent.html']
3033,"Fully Furnished 1-Bedroom Unit for Rent in One Shangri-La Place, Mandaluyong",60000.0,1.0,1.0,60.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-1-bedroom-unit-for-rent-in-one-shangri-la-place-mandaluyong-1.html']
3034,3 Bedroom Fully Furnished with Parking For Lease in One Shangri-La Place,190000.0,3.0,3.0,170.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/3-bedroom-fully-furnished-with-parking-for-lease-in-one-shangri-la-place.html']
3035,Fully-furnished 3-Bedroom at One Shangrila Place Ortigas ,155000.0,3.0,3.0,170.0,One Shangrila Place,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-3-bedroom-at-one-shangrila-place-ortigas.html']
3036,Brand New Studio Unit for Rent in Mandaluyong,8000.0,1.0,1.0,17.0,Studio A Residences,Mandaluyong,['https://www.lamudi.com.ph/brand-new-studio-unit-for-rent-in-mandaluyong.html']
3037,Affordable 1 Bedroom Condominium Unit with TV Cable and WiFi,15000.0,1.0,1.0,23.45,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/affordable-1-bedroom-condominium-unit-with-tv-cable-and-wifi.html']
3038,2 BR condo unit for rent at Acqua Private Residences,55000.0,2.0,1.0,54.76,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/2-br-condo-unit-for-rent-at-acqua-private-residences.html']
3039,For Lease in Semi-furnished 2-Bedroom Unit in Mandaluyong,30000.0,2.0,1.0,45.0,Flair Towers,Mandaluyong,['https://www.lamudi.com.ph/for-lease-in-semi-furnished-2-bedroom-unit-in-mandaluyong.html']
3040,1 Bedroom Unit for Rent in Mandaluyong City,25000.0,1.0,1.0,27.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-unit-for-rent-in-mandaluyong-city-1.html']
3041,For Rent furnished 1 bedroom unit facing golf course Vista Residences Shaw Blvd,22000.0,1.0,1.0,30.0,Vista Shaw,Mandaluyong,['https://www.lamudi.com.ph/for-rent-furnished-1-bedroom-unit-facing-golf-course-vista-residences-shaw-blvd.html']
3042,"2 Bedroom unit for rent at Sheridan South Tower, Buayang Bato, Mandaluyong",30000.0,2.0,1.0,56.0,Sheridan Towers,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-unit-for-rent-at-sheridan-south-tower-buayang-bato-mandaluyong.html']
3043,1 Bedroom Fully furnished Unit for Rent at Acqua Private Residences,23000.0,1.0,1.0,26.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-fully-furnished-unit-for-rent-at-acqua-private-residences.html']
3044,EDSA Boni Condo for rent for only 11k!,13240.0,1.0,1.0,19.55,Pines Peak Tower 2,Mandaluyong,['https://www.lamudi.com.ph/edsa-boni-condo-for-rent-for-only-11k.html']
3045,2 bedroom near Sm light malls,20000.0,2.0,2.0,42.0,GA Tower,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-near-sm-light-malls.html']
3046,For Rent 1 Bedroom unit in The Address at Wack Wack,45000.0,1.0,1.0,60.0,The Address at Wack Wack,Mandaluyong,['https://www.lamudi.com.ph/for-rent-1-bedroom-unit-in-the-address-at-wack-wack.html']
3048,2 Bedroom Fully Furnished at One Shangrila Place,120000.0,2.0,2.0,118.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-fully-furnished-at-one-shangrila-place.html']
3049,"For Lease! Furnished Studio in Twin Oaks Place, Mandaluyong for 39,000 per month",39000.0,1.0,1.0,35.55,Twin Oaks Place,Mandaluyong,['https://www.lamudi.com.ph/for-lease-furnished-studio-in-twin-oaks-place-mandaluyong-for-39-000-per-month.html']
3054,Amaia Skies Shaw Studio Unit for Rent,16000.0,1.0,1.0,18.3,Amaia Skies Shaw (North Tower),Mandaluyong,['https://www.lamudi.com.ph/amaia-skies-shaw-studio-unit-for-rent.html']
3055,2 Bedrooms Condo Unit At Atrium,38000.0,2.0,2.0,36.0,Flair Towers,Mandaluyong,['https://www.lamudi.com.ph/2-bedrooms-condo-unit-at-atrium.html']
3058,2 Bedroom for Lease in One Shangri-la Place South Tower ,120000.0,2.0,2.0,131.0,One Shangri-la Place,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-for-lease-in-one-shangri-la-place-south-tower.html']
3061,Unit condo for rent in Smdc Light Residences,22000.0,1.0,1.0,28.5,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/unit-condo-for-rent-in-smdc-light-residences.html']
3062,Gueventville 2 Bedrooms with Balcony,25000.0,2.0,2.0,50.0,Urban Loft Gueventville,Mandaluyong,['https://www.lamudi.com.ph/gueventville-2-bedrooms-with-balcony.html']
3063,1 bedroom with Balcony overlooking amenities (27 sqm),21000.0,1.0,1.0,27.0,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-with-balcony-overlooking-amenities-27-sqm.html']
