,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Library,Function area,Pond,Helipad,Open space,24-hour security,Spa,Shops,Study area,Golf Area,Badminton court,Basketball court,Carport,Deck,Fully fenced,Garage,Garden,Gazebo,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Sports facilities,Swimming pool,Tennis court
84,84,84,84,84,84,"1 BR Condo Unit – Fully Furnished South Residences, Las Piñas City","Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 35,000",Monthly,1,1,0.0,South Residences,4.4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
85,85,85,85,85,85,1 Bedroom Fully Furnished Condo Unit in Torre Sur Las Piñas,"Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 23,000",Monthly,1,1,26.14,Torre Sur,4.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,86,86,86,86,86,Resort Style Pacific Coast Condo at BF Homes 2BR - Brand New,"1 Tropical Avenue, Corner of Montreal Street, BF Homes, Las Pinas B.F. International Village, Las Piñas",Metro Manila,Las Piñas,B.F. International Village,"₱ 25,000",,2,1,45.0,Pacific Coast Residences,3.76,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
87,87,87,87,87,87,1 Bedroom Fully Furnished Condo - Amaia Alabang,"Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 30,000",Monthly,1,1,32.5,Amaia Steps Alabang,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,88,88,88,88,Studio-Type Condominium at Torre Sur,"Alabang-Zapote Road Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 17,000",Monthly,1,1,17.0,Torre Sur,4.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,89,89,89,89,89,2 Bedroom near SM Soutmall and Madrigal Business Park by SMDC South Residences,"Philippines, Las Piñas, Almanza Uno, Alabang-Zapote Rd Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 33,775",,1,1,23.0,South Residences,4.4,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0
90,90,90,90,90,90,Condo for Rent at Las Pinas near Perpetual,"alabang zapote road Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 25,000",Monthly,1,1,27.16,Torre Sur,4.42,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,91,91,91,91,91,Amaia Steps Alabang New Studio Unit For Rent,"Philippines, Las Piñas, Almanza Uno, Alabang-Zapote Rd Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 38,000",Monthly,1,1,35.0,Amaia Steps Alabang,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,92,92,92,92,Studio Fully Furnished for rent at Amia Steps Alabang,"Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 30,000",Monthly,1,1,0.0,Amaia Steps Alabang,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
93,93,93,93,93,93,2 Bedroom Unit at Pacific Coast Condominium,"B.F. International Village, Las Piñas",Metro Manila,Las Piñas,B.F. International Village,"₱ 35,000",Monthly,2,2,46.0,Pacific coast,3.76,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
94,94,94,94,94,94,"For Lease: Studio Type Condo in Amaia Steps Alabang, Las Piñas","Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 30,000",Monthly,1,1,40.0,Amaia Steps Alabang,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,95,95,95,95,Amaia Steps Alabang Condo 32.50 sqm,"1750 Alabang–Zapote Road, Almanza Uno, Las Pinas, 1750 Metro Manila Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 23,000",Monthly,1,1,32.5,Amaia Steps Alabang,5.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,96,96,96,96,Studio unit for rent at Amaia steps alabang,"Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 25,000",Monthly,1,1,26.7,Amaia Steps Alabang,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,97,97,97,97,97,For RENT! Fully Furnished 2 Bedroom with Balcony,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 25,000",Monthly,2,1,37.0,South Residences Condominium,4.92,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
98,98,98,98,98,98,south residences 1 BR with balcony Condo Unit For Rent,"Alabang-Zapote Rd., Las Piñas City Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 20,000",Monthly,1,1,26.0,South Residences,4.4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0
99,99,99,99,99,99,"Fully Furnished Studio with Balcony For Rent at Torre Sur, Las Piñas City","Alabang Zapote Road Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 18,000",Monthly,1,1,26.48,Torre Lorenzo Sur,4.42,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
100,100,100,100,100,100,"For rent, Fully furnised Condo Penthouse in Las Piñas City near SM Southmall","Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 28,000",Monthly,2,1,37.0,Almanza Metropolis Condominium,4.92,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
101,101,101,101,101,101,1 Bedroom Unit Paseo Verde At Real Condo For Rent Las Pinas,"REAL ST. CORNER C-5 EXTENSION Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 23,000",Monthly,1,1,36.45,Paseo Verde at Real,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
102,102,102,102,102,102,"Condo Unit in South Residences, Las Piñas For Rent (PL#6993)","Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 20,000",Monthly,1,1,23.0,South Residences,4.92,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
103,103,103,103,103,103,For Rent 2 Bedroom Condo near NAIA terminal in Las Piñas City,"Zapote, Las Piñas",Metro Manila,Las Piñas,Zapote,"₱ 27,000",Monthly,2,1,58.0,Alea Residences,1.75,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
104,104,104,104,104,104,Fully Furnished 1 BR with Balcony for Rent,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 18,000",Monthly,1,1,23.0,South Residences Tower 2,4.92,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
105,105,105,105,105,105,"Studio for Lease @ Amaia Steps Alabang, Almanza Uno, Las Pinas","Alabang Zapote Road Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 20,000",Monthly,1,1,24.0,Amaia Steps Alabang,4.92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
106,106,106,106,106,106,Alea Residences Condominium for Rent,"Talaba Diversiuon road Brgy. Zapote 3 Las Pinas Zapote, Las Piñas",Metro Manila,Las Piñas,Zapote,"₱ 50,000",Monthly,2,2,58.0,Alea Residences Surya Tower,1.75,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,107,107,107,107,107,For rent: Alea Residences near Airport Terminals PITX MOA Coastal Rd Bacoor,"Zapote Diversion Road Zapote, Las Piñas",Metro Manila,Las Piñas,Zapote,"₱ 18,000",Monthly,2,1,64.0,ALEA Residences,1.75,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
108,108,108,108,108,108,"2 Bedroom Condominium Unit for Lease at Maricielo Villas, Las Piñas","Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 28,500",Monthly,2,1,50.5,Maricielo Villas,5.0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
109,109,109,109,109,109,Nice Fully Furnished Condo,"Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 20,000",Monthly,1,1,25.0,Urban Deca Homes Campville,4.4,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
110,110,110,110,110,110,"For Lease: Renovated Studio unit in Asia Enclaves at Muntinlupa, Metro Manila","Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 20,000",Monthly,1,1,36.0,Asia Enclaves,4.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111,111,111,111,111,111,"For Rent: 1 BR Condo Unit at Asia Enclaves in Alabang, Muntinlupa","Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 25,000",Monthly,1,1,30.0,Asia Enclaves,4.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0
112,112,112,112,112,112,Asia Enclaves Alabang condominium 60 sqm fully furnished,"Asia Enclaves Alabang, West Service Road, Muntinlupa Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 45,000",,1,2,60.0,Asia Enclaves,4.4,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,113,113,113,113,1 Bedroom at Asia Enclaves Alabang Muntinlupa,"KM 19 W service rd, cupang road Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 18,000",Monthly,1,1,40.0,Asia Enclaves,4.4,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
114,114,114,114,114,114,"1 bedroom For Rent at Muntinlupa, Metro Manila in Asia Enclaves","KM19 West Service Road Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 21,000",,1,1,36.0,Asia Enclaves,4.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
115,115,115,115,115,115,One bedroom Condo Fully Furnished,"Philippines, Muntinlupa, Sucat, West Service Rd Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 20,000",Monthly,1,1,36.0,Asia Enclaves,4.4,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0
116,116,116,116,116,116,For rent fully-furnished 2-BR with balcony at Asia Enclaves Alabang,"Asia Enclaves, West Service Road, Alabang, Muntinlupa City Cupang, Muntinlupa",Metro Manila,Muntinlupa,Cupang,"₱ 21,000",,2,1,40.0,Asia Enclaves,4.4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
117,117,117,117,117,117,For Rent Studio Condominium Unit with Parking in Sucat,"Villongco Street Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 15,000",Monthly,1,1,30.0,Solano Hills Sucat,4.44,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
118,118,118,118,118,118,Fully Furnish 30sqm. (1BR) unit in solano hills for rent,"Villonco, Sucat, Muntinlupa, Metro Manila Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 20,000",Monthly,1,1,30.0,Solano Hills Sucat,4.44,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
119,119,119,119,119,119,"For Rent Executive Studio in Solano Hills, Sucat, Muntinlupa","601-E Solano Hills Villonco St brgy Sucat Muntinlupa City Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 14,000",Monthly,1,1,32.5,Solano Hills Sucat,4.44,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
120,120,120,120,120,120,For Rent Studio unit at Solano Hills,"Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 19,000",Monthly,1,1,30.0,Solano Hills Sucat,4.44,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0
121,121,121,121,121,121,Spacious And Beautiful Semi-furnished Studio Unit At Solano Hills,"Solano Hills Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 10,000",,1,1,30.0,Solano Hills Sucat,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
122,122,122,122,122,122,"1BR Condo Unit in Solano Hills Sucat, Muntinlupa (Fully Furnished)","Bldg 11 Solano Hills Villongco Sucat Muntinlupa Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 25,000",Monthly,1,1,32.0,Solano Hills Sucat,4.44,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
123,123,123,123,123,123,Cozy 1 Bedroom Condo unit for rent at Solano Hills Condominium,"Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 18,000",Monthly,1,1,30.0,Solano Hills Sucat,4.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,124,124,124,124,124,For Rent 1 Bedroom Condo with Balcony Fully Furnished,"Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 15,000",,1,1,34.0,Solano Hills Sucat,4.44,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
125,125,125,125,125,125,"1 bedroom For Rent at Muntinlupa, Metro Manila in Solano Hills","Villongco Road, Sucat, Muntinlupa Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 18,000",,1,1,30.0,Solano Hills Sucat,4.44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
126,126,126,126,126,126,"Fully furnished condo for rent along Sucat, Muntinlupa","Solano Hills, Villongco Road, Sucat, Muntinlupa Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 14,000",,1,1,30.0,Solano Hills Sucat,4.44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
127,127,127,127,127,127,Solano Hills Two Bedroom with Parking Space,"Philippines, Muntinlupa, Villonco Rd Sucat, Muntinlupa",Metro Manila,Muntinlupa,Sucat,"₱ 30,000",,2,2,60.0,Solano Hills Sucat,4.44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
